met_file,case_dir,case_type,parameter,value,section,title,statistic%,EAB,LPZ
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_30p0,sensitivity,stack_terrain,30.0,max_sector,8-24 Hr  Avg. X/Qs  ,50.0,1.2065574139796809e-07,1.036366654716403e-07
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_30p0,sensitivity,stack_terrain,30.0,max_sector,1-4 Day  Avg. X/Qs  ,0.5,1.377626063003845e-06,3.0113153570709983e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_30p0,sensitivity,stack_terrain,30.0,max_sector,1-4 Day  Avg. X/Qs  ,5.0,5.17661021603999e-07,4.059947116274998e-07
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_30p0,sensitivity,stack_terrain,30.0,max_sector,1-4 Day  Avg. X/Qs  ,50.0,1.2031055973693583e-07,1.0000000116860974e-07
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_30p0,sensitivity,stack_terrain,30.0,max_sector,4-30 Day Avg. X/Qs  ,0.5,6.71242617045209e-07,1.7742446516422206e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_30p0,sensitivity,stack_terrain,30.0,max_sector,4-30 Day Avg. X/Qs  ,5.0,3.457233219705813e-07,3.5403215292717505e-07
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_30p0,sensitivity,stack_terrain,30.0,max_sector,4-30 Day Avg. X/Qs  ,50.0,1.1893612139601828e-07,1.0000000116860974e-07
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_30p0,sensitivity,stack_terrain,30.0,max_sector,Annual   Avg. X/Qs  ,,1.350563678670369e-07,1.3438840085200354e-07
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_30p0,sensitivity,stack_terrain,30.0,overall_site,0-2 Hr   Avg. X/Qs  ,0.5,7.641502452315763e-05,6.522088369820267e-05
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_30p0,sensitivity,stack_terrain,30.0,overall_site,0-2 Hr   Avg. X/Qs  ,5.0,1.5319797967094928e-05,1.00060779004707e-05
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_30p0,sensitivity,stack_terrain,30.0,overall_site,0-2 Hr   Avg. X/Qs  ,50.0,2.3831801172491396e-06,1.703216753412562e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_30p0,sensitivity,stack_terrain,30.0,overall_site,0-8 Hr   Avg. X/Qs  ,0.5,4.855376755585894e-05,4.204278957331553e-05
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_30p0,sensitivity,stack_terrain,30.0,overall_site,0-8 Hr   Avg. X/Qs  ,5.0,1.2752389920933638e-05,9.654221685195807e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_30p0,sensitivity,stack_terrain,30.0,overall_site,0-8 Hr   Avg. X/Qs  ,50.0,2.8530650979519123e-06,1.9622025320131797e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_30p0,sensitivity,stack_terrain,30.0,overall_site,8-24 Hr  Avg. X/Qs  ,0.5,2.6551047994871624e-05,3.0950959626352414e-05
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_30p0,sensitivity,stack_terrain,30.0,overall_site,8-24 Hr  Avg. X/Qs  ,5.0,7.796496902301442e-06,7.2366992753813975e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_30p0,sensitivity,stack_terrain,30.0,overall_site,8-24 Hr  Avg. X/Qs  ,50.0,1.9911099116143305e-06,1.342805035164929e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_30p0,sensitivity,stack_terrain,30.0,overall_site,1-4 Day  Avg. X/Qs  ,0.5,7.933265806059353e-06,1.5471639926545322e-05
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_30p0,sensitivity,stack_terrain,30.0,overall_site,1-4 Day  Avg. X/Qs  ,5.0,3.48228468283196e-06,5.586472525465069e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_30p0,sensitivity,stack_terrain,30.0,overall_site,1-4 Day  Avg. X/Qs  ,50.0,1.4041240774531616e-06,8.832113280732301e-07
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_30p0,sensitivity,stack_terrain,30.0,overall_site,4-30 Day Avg. X/Qs  ,0.5,3.299257059552474e-06,1.0091863259731326e-05
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_30p0,sensitivity,stack_terrain,30.0,overall_site,4-30 Day Avg. X/Qs  ,5.0,2.1740047486673575e-06,4.702232672570972e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_30p0,sensitivity,stack_terrain,30.0,overall_site,4-30 Day Avg. X/Qs  ,50.0,1.267312086383754e-06,8.078609425865579e-07
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_30p0,sensitivity,stack_terrain,30.0,overall_site,Annual   Avg. X/Qs  ,,1.350563678670369e-07,1.3438840085200354e-07
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,max_sector,0-2 Hr   Avg. X/Qs  ,0.5,1.076157423085533e-05,9.432861588720698e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,max_sector,0-2 Hr   Avg. X/Qs  ,5.0,2.3923589651531074e-06,1.8385770772511023e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,max_sector,0-2 Hr   Avg. X/Qs  ,50.0,1.0000000116860974e-07,1.0000000116860974e-07
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,max_sector,0-8 Hr   Avg. X/Qs  ,0.5,6.062350621505175e-06,4.7630746848881245e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,max_sector,0-8 Hr   Avg. X/Qs  ,5.0,1.6576806274315459e-06,1.3145657931090682e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,max_sector,0-8 Hr   Avg. X/Qs  ,50.0,1.0000000116860974e-07,1.0000000116860974e-07
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,max_sector,8-24 Hr  Avg. X/Qs  ,0.5,3.144322818116052e-06,3.1035121992317727e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,max_sector,8-24 Hr  Avg. X/Qs  ,5.0,1.0107070238518645e-06,8.225583201237896e-07
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,max_sector,8-24 Hr  Avg. X/Qs  ,50.0,1.0045449272411133e-07,1.0000000116860974e-07
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,max_sector,1-4 Day  Avg. X/Qs  ,0.5,1.0484978929525823e-06,2.4882547222659923e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,max_sector,1-4 Day  Avg. X/Qs  ,5.0,4.6975691248007934e-07,3.635180121364101e-07
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,max_sector,1-4 Day  Avg. X/Qs  ,50.0,1.0282604989697575e-07,1.0000000116860974e-07
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,max_sector,4-30 Day Avg. X/Qs  ,0.5,6.395088689714612e-07,1.6145583003890351e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,max_sector,4-30 Day Avg. X/Qs  ,5.0,2.9480884222721215e-07,2.9472778351191664e-07
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,max_sector,4-30 Day Avg. X/Qs  ,50.0,1.0477735656877485e-07,1.0000000116860974e-07
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,max_sector,Annual   Avg. X/Qs  ,,1.1839556179893407e-07,1.193967733570389e-07
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,overall_site,0-2 Hr   Avg. X/Qs  ,0.5,6.376425881171599e-05,5.848929868079722e-05
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,overall_site,0-2 Hr   Avg. X/Qs  ,5.0,1.326035908277845e-05,8.721367521502543e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,overall_site,0-2 Hr   Avg. X/Qs  ,50.0,2.099639459629543e-06,1.4730262591911014e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,overall_site,0-8 Hr   Avg. X/Qs  ,0.5,4.1138508095173165e-05,3.7968377000652254e-05
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,overall_site,0-8 Hr   Avg. X/Qs  ,5.0,1.1010874004568905e-05,8.612823876319453e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,overall_site,0-8 Hr   Avg. X/Qs  ,50.0,2.495858097972814e-06,1.71541341842385e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,overall_site,8-24 Hr  Avg. X/Qs  ,0.5,2.20266683754744e-05,2.782084993668832e-05
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,overall_site,8-24 Hr  Avg. X/Qs  ,5.0,6.7131841205991805e-06,6.428067536035087e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,overall_site,8-24 Hr  Avg. X/Qs  ,50.0,1.7484921954746824e-06,1.1839247235911898e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,overall_site,1-4 Day  Avg. X/Qs  ,0.5,6.592887075385079e-06,1.3850812138116453e-05
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,overall_site,1-4 Day  Avg. X/Qs  ,5.0,2.8418362489901483e-06,4.991504283680115e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,overall_site,1-4 Day  Avg. X/Qs  ,50.0,1.2500568118412048e-06,7.819790539542737e-07
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,overall_site,4-30 Day Avg. X/Qs  ,0.5,2.685453637241153e-06,8.888981938071083e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,overall_site,4-30 Day Avg. X/Qs  ,5.0,1.682850779616274e-06,4.059048478666227e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,overall_site,4-30 Day Avg. X/Qs  ,50.0,1.1304962299618637e-06,7.176042799983406e-07
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_35p0,sensitivity,stack_terrain,35.0,overall_site,Annual   Avg. X/Qs  ,,1.1839556179893407e-07,1.193967733570389e-07
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_40p0,sensitivity,stack_terrain,40.0,max_sector,0-2 Hr   Avg. X/Qs  ,0.5,9.814673830987886e-06,8.602872185292654e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_40p0,sensitivity,stack_terrain,40.0,max_sector,0-2 Hr   Avg. X/Qs  ,5.0,2.1446908249345142e-06,1.6273179426207207e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_40p0,sensitivity,stack_terrain,40.0,max_sector,0-2 Hr   Avg. X/Qs  ,50.0,1.0000000116860974e-07,1.0000000116860974e-07
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_40p0,sensitivity,stack_terrain,40.0,max_sector,0-8 Hr   Avg. X/Qs  ,0.5,5.5819336921558715e-06,4.314963916840497e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_40p0,sensitivity,stack_terrain,40.0,max_sector,0-8 Hr   Avg. X/Qs  ,5.0,1.4806273611611687e-06,1.1656227343337378e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_40p0,sensitivity,stack_terrain,40.0,max_sector,0-8 Hr   Avg. X/Qs  ,50.0,1.0000000116860974e-07,1.0000000116860974e-07
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_40p0,sensitivity,stack_terrain,40.0,max_sector,8-24 Hr  Avg. X/Qs  ,0.5,2.8848346573795425e-06,2.798604782583425e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_40p0,sensitivity,stack_terrain,40.0,max_sector,8-24 Hr  Avg. X/Qs  ,5.0,9.17711417969258e-07,7.35978460397746e-07
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_40p0,sensitivity,stack_terrain,40.0,max_sector,8-24 Hr  Avg. X/Qs  ,50.0,1.0000000116860974e-07,1.0000000116860974e-07
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_40p0,sensitivity,stack_terrain,40.0,max_sector,1-4 Day  Avg. X/Qs  ,0.5,8.681587360115373e-07,2.042884261754807e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_40p0,sensitivity,stack_terrain,40.0,max_sector,1-4 Day  Avg. X/Qs  ,5.0,4.347271556071064e-07,3.285690297616384e-07
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_40p0,sensitivity,stack_terrain,40.0,max_sector,1-4 Day  Avg. X/Qs  ,50.0,1.0000000116860974e-07,1.0000000116860974e-07
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_40p0,sensitivity,stack_terrain,40.0,max_sector,4-30 Day Avg. X/Qs  ,0.5,6.119643671809172e-07,1.3937068388258922e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_40p0,sensitivity,stack_terrain,40.0,max_sector,4-30 Day Avg. X/Qs  ,5.0,2.6165594135818537e-07,2.6738342739918153e-07
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_40p0,sensitivity,stack_terrain,40.0,max_sector,4-30 Day Avg. X/Qs  ,50.0,1.0000000116860974e-07,1.0000000116860974e-07
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_40p0,sensitivity,stack_terrain,40.0,max_sector,Annual   Avg. X/Qs  ,,1.0629485558411034e-07,1.0594840915700843e-07
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_40p0,sensitivity,stack_terrain,40.0,overall_site,0-2 Hr   Avg. X/Qs  ,0.5,5.7544348237570375e-05,5.2644383686129004e-05
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_40p0,sensitivity,stack_terrain,40.0,overall_site,0-2 Hr   Avg. X/Qs  ,5.0,1.1641668606898747e-05,7.881896635808516e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_40p0,sensitivity,stack_terrain,40.0,overall_site,0-2 Hr   Avg. X/Qs  ,50.0,1.8811313111655181e-06,1.2826867532567121e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_40p0,sensitivity,stack_terrain,40.0,overall_site,0-8 Hr   Avg. X/Qs  ,0.5,3.56745658791624e-05,3.3848733437480405e-05
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_40p0,sensitivity,stack_terrain,40.0,overall_site,0-8 Hr   Avg. X/Qs  ,5.0,9.91380147752352e-06,7.669772458029911e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_40p0,sensitivity,stack_terrain,40.0,overall_site,0-8 Hr   Avg. X/Qs  ,50.0,2.232597807960701e-06,1.506247826910112e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_40p0,sensitivity,stack_terrain,40.0,overall_site,8-24 Hr  Avg. X/Qs  ,0.5,1.8935877960757352e-05,2.477339148754254e-05
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_40p0,sensitivity,stack_terrain,40.0,overall_site,8-24 Hr  Avg. X/Qs  ,5.0,5.955048891337356e-06,5.719806722481735e-06
C:\SIERRA\Test_Cases_ATD\MET_8387.nrc,C:\Users\naetter\OneDrive - North Carolina State University\Desktop\EAB Optimization Project\sierra_sensitivity_20260207_134814\MET_8387\stack_terrain_40p0,sensitivity,stack_terrain,40.0,overall_site,8-24 Hr  Avg. X/Qs  ,50.0,1.5713679886175669e-06,1.0475819181010593e-06
